ticker,run_id,accession_number,form,filing_date,identity_admitted,ownership_table_state,structured_position_rows,class_allocation_complete,selected_as_opening_baseline,supported_single_rows,ownership_component_states_json,table_class_bases_json,document_signals_json,source_url,source_sha256
SNES,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__snes,0001628280-25-012408,10-K,2025-03-13,True,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1680378/000162828025012408/snes-20241231.htm,b3fbb254a634697fb33357b2ab2e38cd79e24aa5ad38b5d737b0fd9f2dec369f
SNES,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__snes,0001628280-24-025405,DEF 14A,2024-05-28,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,9,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 9}","{""SINGLE_OR_UNSPECIFIED"": 9}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": true, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1680378/000162828024025405/snes-20240528xdef14a.htm,eea546d1f44efbe85aa1315f7ed1f9775663715db572d3a75c4c6eeff53979da
SNES,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__snes,0001628280-24-018981,10-K/A,2024-04-29,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,9,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 9}","{""SINGLE_OR_UNSPECIFIED"": 9}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": true, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1680378/000162828024018981/snes-20231231.htm,b70f641d7d6e93b8500f925c0db14d2215335080292ff872ba1bf54011d067cb
SOFO,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__sofo,0001437749-23-001883,DEF 14A,2023-01-26,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,10,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 10}","{""SINGLE_OR_UNSPECIFIED"": 10}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1029744/000143774923001883/sofo20230123_def14a.htm,63ce5bed95bd73cd3c015715ee7b017789f5b40c3d017da2e69e9bc6e7d618d2
SOFO,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__sofo,0001437749-22-028742,10-K,2022-12-08,True,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1029744/000143774922028742/sofo20220930_10k.htm,570a64db52fa57a39d51a368641d0f0115ab51576162633e4997199ad4856b2c
SOFO,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__sofo,0001437749-22-001790,DEF 14A,2022-01-27,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,10,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 10}","{""SINGLE_OR_UNSPECIFIED"": 10}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1029744/000143774922001790/sofo20220127_def14a.htm,f91d90f9e8258c85e69092f994537ffdb46c09a3d5a9afc6dcda8dbf50877ec2
SOFO,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__sofo,0001437749-21-028230,10-K,2021-12-09,True,NO_OWNERSHIP_TABLE,0,True,False,0,{},{},"{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1029744/000143774921028230/sofo20210930_10k.htm,6ba87851c7772f36dd9693375774681147e08f7c735e47a23ed626c92098b2fc
TAOX,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__taox,0001104659-25-113227,DEF 14A,2025-11-17,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,8,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 8}","{""SINGLE_OR_UNSPECIFIED"": 8}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1571934/000110465925113227/tm2530311d3_def14a.htm,47db1d694c4b3c34fa31bbc47deac1b63baef2e54acaf67655b5820a70ce10ca
TAOX,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__taox,0001104659-25-066148,DEF 14A,2025-07-07,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,8,False,False,0,"{""CURRENTLY_ISSUED_COMPONENT_UNRESOLVED"": 8}","{""SINGLE_OR_UNSPECIFIED"": 8}","{""document_mentions_class_a_and_b"": false, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": true, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1571934/000110465925066148/tm2519250d2_def14a.htm,a570b0c304c3cfe2f7bbe076e53a9d914b9abe2dbdc366ab2696f25e6c529f81
TIRX,sec_pit_100_case_resolution_v0_13_20260812T2127Z__owner__tirx,0001410578-25-000068,20-F,2025-01-31,True,OWNERSHIP_TABLE_REQUIRES_CLASS_RECONCILIATION,4,False,False,0,"{""MULTI_CLASS_ALLOCATION_REQUIRED"": 4}","{""MULTI_CLASS_ORDINARY_SHARES"": 4}","{""document_mentions_class_a_and_b"": true, ""explicit_current_acquirable_columns"": false, ""numeric_component_decomposition"": false, ""option_or_acquirable_language"": true}",https://www.sec.gov/Archives/edgar/data/1782941/000141057825000068/tirx-20241031x20f.htm,4b1cf7e9600f0c3a33fd516dc5ce3bfa7b41c7083e0fa35610318c150c5aa0ae
